0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,
0,44.9111,59.9369,65.1921,66.9604,67.551,67.7092,67.7545,67.762,67.7638,67.7638,67.762,67.7545,67.7092,67.551,66.9604,65.1921,59.9369,44.9111,0,
0,21.1615,32.5523,37.5581,39.5641,40.2167,40.4297,40.4742,40.486,40.4871,40.4871,40.486,40.4742,40.4297,40.2167,39.5641,37.5581,32.5523,21.1615,0,
0,9.67493,15.8629,19.0512,20.3412,20.8343,20.9607,20.9984,21.0029,21.004,21.004,21.0029,20.9984,20.9607,20.8343,20.3412,19.0512,15.8629,9.67493,0,
0,4.01211,6.84662,8.32767,9.01184,9.2268,9.30023,9.3111,9.31396,9.31396,9.31396,9.31396,9.3111,9.30023,9.2268,9.01184,8.32767,6.84662,4.01211,0,
0,1.47417,2.51582,3.11782,3.35314,3.44694,3.46396,3.46897,3.46897,3.46897,3.46897,3.46897,3.46897,3.46396,3.44694,3.35314,3.11782,2.51582,1.47417,0,
0,0.450563,0.788307,0.957584,1.03817,1.05619,1.0622,1.0622,1.0622,1.0622,1.0622,1.0622,1.0622,1.0622,1.05619,1.03817,0.957584,0.788307,0.450563,0,
0,0.116754,0.195694,0.241923,0.254941,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.254941,0.241923,0.195694,0.116754,0,
0,0.0227213,0.0396967,0.0459909,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.0459909,0.0396967,0.0227213,0,
0,0.00393391,0.00610352,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.00610352,0.00393391,0,
0,0.00393391,0.00610352,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.0071764,0.00610352,0.00393391,0,
0,0.0227213,0.0396967,0.0459909,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.048852,0.0459909,0.0396967,0.0227213,0,
0,0.116754,0.195694,0.241923,0.254941,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.259948,0.254941,0.241923,0.195694,0.116754,0,
0,0.450563,0.788307,0.957584,1.03817,1.05619,1.0622,1.0622,1.0622,1.0622,1.0622,1.0622,1.0622,1.0622,1.05619,1.03817,0.957584,0.788307,0.450563,0,
0,1.47417,2.51582,3.11782,3.35314,3.44694,3.46396,3.46897,3.46897,3.46897,3.46897,3.46897,3.46897,3.46396,3.44694,3.35314,3.11782,2.51582,1.47417,0,
0,4.01211,6.84662,8.32767,9.01184,9.2268,9.30023,9.3111,9.31396,9.31396,9.31396,9.31396,9.3111,9.30023,9.2268,9.01184,8.32767,6.84662,4.01211,0,
0,9.67493,15.8629,19.0512,20.3412,20.8343,20.9607,20.9984,21.0029,21.004,21.004,21.0029,20.9984,20.9607,20.8343,20.3412,19.0512,15.8629,9.67493,0,
0,21.1615,32.5523,37.5581,39.5641,40.2167,40.4297,40.4742,40.486,40.4871,40.4871,40.486,40.4742,40.4297,40.2167,39.5641,37.5581,32.5523,21.1615,0,
0,44.9111,59.9369,65.1921,66.9604,67.551,67.7092,67.7545,67.762,67.7638,67.7638,67.762,67.7545,67.7092,67.551,66.9604,65.1921,59.9369,44.9111,0,
0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,
